Name,ID,Category,Food_Category,Energy Kcal,carb_g,protein_g,fat_g,fibre_g,Water,calcium_mg,phosphorus_mg,magnesium_mg,sodium_mg,potassium_mg,iron_mg,copper_mg,selenium_ug,manganese_mg,zinc_mg,Vitamin A ug,Vitamin E_mg,Vitamin d3_ug,Vitamin k1_ug,Vitamin B9_ug,Vitamin B1 mg,Vitamin B2 mg,Vitamin B3 mg,Vitamin B5 mg,Vitamin B6 mg,Vitamin B9 ug,Vitamin c mg,Source
Hot tea (Garam Chai),10001,Beverages,Beverages,16.14,2.58,0.39,0.53,0,96.5,14.2,11.5,1.04,3.12,13.95,0.02,0.01,0.11,0,0.04,0,0.03,0,0,0.86,0,0.01,0.01,0.04,0,0.86,0.24,Indian Nutrient Databank (INDB)
Cumin infused water (Jeere/Zeere ka pani),10002,Beverages,Beverages,9.09,1.86,0.17,0.11,0.46,97.4,10.84,4.47,5.28,189.6,32.15,0.32,0.02,0.13,0.23,0.04,0,0.01,0,1.77,0.93,0.01,0,0.05,0.01,0.01,0.93,1.07,Indian Nutrient Databank (INDB)
Egg nog,10003,Beverages,Beverages,97.14,8.15,4.78,5.11,0.02,81.94,102.13,107.24,8.99,40.65,115.14,0.43,0.04,7.43,0.02,0.47,32.62,0.42,0.14,0.1,13.81,0.03,0.12,0.08,0.51,0.06,13.81,1.59,Indian Nutrient Databank (INDB)
Sweet Lassi (Meethi lassi),10004,Beverages,Beverages,35.66,6.51,1.29,0.68,0,91.52,45.65,38.46,4.38,18.31,63.5,0.03,0.01,0.45,0,0.16,6.33,0.01,0,0,4.07,0.01,0.06,0.05,0.11,0.02,4.07,0.23,Indian Nutrient Databank (INDB)
Lassi (salted),10005,Beverages,Beverages,18.84,1.86,1.35,0.72,0.02,96.05,47.78,40.39,4.84,65.4,67.37,0.04,0,0.47,0,0.17,6.62,0.01,0,0.09,4.27,0.01,0.06,0.05,0.12,0.02,4.27,0.24,Indian Nutrient Databank (INDB)
Sesame toast,10006,Others,Sides,495.19,11.15,1.9,49.38,1.32,36.25,43.44,36.67,15.34,128.78,172.98,0.72,0.07,1.39,0.14,0.3,0,23.91,0,7.05,14.2,0.07,0.02,0.56,0.11,0.06,14.2,11.08,Indian Nutrient Databank (INDB)
Cracked wheat porridge (Meetha daliya),10007,Others,Desserts,81.57,8.87,2.64,4.08,0.62,83.79,75.88,59.92,5.18,15.89,71.44,0.32,0.02,0.59,0.01,0.21,0,0.75,0,0.08,4.36,0.02,0.07,0.05,0.21,0.02,4.36,1.25,Indian Nutrient Databank (INDB)
Semolina porridge (Suji/Rava daliya),10008,Others,Mains,100.89,12.39,3.75,4.08,0.7,79.08,108.52,95.42,10.23,23.21,123.99,0.36,0.06,1.64,0.15,0.45,0,0.21,0,0.09,8.17,0.05,0.1,0.15,0.36,0.04,8.17,1.81,Indian Nutrient Databank (INDB)
Oatmeal Porridge,10009,Others,Mains,72.85,8.77,2.6,3.22,0.39,85.02,76.83,80.12,10.97,16.14,91.03,0.28,0.04,0.75,0.19,0.32,0,0.17,0,0,6.02,0.07,0.07,0.09,0.25,0.04,6.02,1.26,Indian Nutrient Databank (INDB)
Cornflakes with milk,10010,Others,Mains,117.33,14.95,3.59,5.12,0.78,75.56,106.47,108.43,14.98,26.55,132.88,0.42,0.06,1.47,0.24,0.46,0,0.34,0,0,15.78,0.14,0.21,0.5,0.33,0.05,15.78,1.74,Indian Nutrient Databank (INDB)
Puffed wheat (Murmure/Moori),10011,Others,Snacks,113.32,15.67,3.62,4.04,0.28,76.39,103.79,99.79,14.18,22.52,114.53,0.63,0.06,0.82,0.11,0.44,0,0.19,0,0.11,6.07,0.04,0.1,0.27,0.33,0.04,6.07,1.74,Indian Nutrient Databank (INDB)
Boiled egg (Ubla anda),10012,Others,Sides,45.35,0.12,4.43,3.04,0.11,92.3,17.75,61.74,4.88,170.94,50.91,0.64,0.03,13.43,0.03,0.41,65.56,0.5,0.28,0.57,16.4,0.02,0.06,0.04,0.49,0.05,16.4,0,Indian Nutrient Databank (INDB)
Clear tomato soup (Tamatar ka soup),10013,Others,Soups,80.07,3.45,4.79,12.22,1.96,77.58,29.05,50.31,22.39,5135.74,232.95,1.14,0.05,0.21,0.23,0.23,0,3.47,0,14.32,11.04,0.03,0.01,0.32,0.12,0.05,11.04,13.37,Indian Nutrient Databank (INDB)
Lentil soup,10014,Others,Soups,31.17,3.94,9.65,11.68,2.57,72.16,40.57,96.89,36.61,10418.84,350.26,2.26,0.1,1.99,0.35,0.47,9.85,0.09,0,8.17,8.97,0.03,0.02,0.2,0.14,0.04,8.97,4.6,Indian Nutrient Databank (INDB)
Chicken consomme (Clear chicken soup),10015,Others,Soups,47.94,1.19,11.47,12.02,1.57,73.75,35.48,102.45,32.35,8953.64,305.39,1.82,0.06,3.83,0.36,0.46,9.56,0.05,0.08,4.65,5.04,0.02,0.04,1.35,0.33,0.09,5.04,0.93,Indian Nutrient Databank (INDB)
Chicken sweet corn soup,10016,Others,Soups,28.32,1.63,14.48,12.59,0.47,70.83,91.5,177.67,41.64,12205.33,362.15,3.83,0.11,2.67,0.23,1.02,0.72,0.07,0.18,0.09,5.57,0.03,0.02,1.04,0.24,0.06,5.57,0.84,Indian Nutrient Databank (INDB)
Cold cucumber soup (Thanda kheere ka soup),10017,Others,Soups,48.03,4.58,2.99,1.99,0.88,89.56,99.79,98.44,15.83,121.32,171.02,0.32,0.03,1.07,0.06,0.42,20.12,0.05,0,4.59,14.61,0.03,0.11,0.2,0.34,0.06,14.61,2.69,Indian Nutrient Databank (INDB)
Cold summer garden soup,10018,Others,Soups,49.19,2.65,8.57,14.08,1.86,72.84,43.93,86.54,38.89,9919.63,361.43,2.13,0.07,0.55,0.28,0.36,46.93,0.17,0,22.78,14.09,0.02,0.02,0.19,0.13,0.03,14.09,5.31,Indian Nutrient Databank (INDB)
Chapati/Roti,10019,Others,Mains,202.31,35.65,5.88,3.56,6.31,48.6,17.22,175,69.44,1.16,172.78,2.28,0.27,29.51,1.66,1.58,25.61,0.3,0,0.83,16.23,0.23,0.08,1.32,0.48,0.14,16.23,0,Indian Nutrient Databank (INDB)
Plain parantha/paratha,10020,Others,Mains,298.3,30.69,5.06,16.86,5.43,41.96,14.81,150.67,59.91,62.07,148.89,1.98,0.23,25.41,1.43,1.36,0,8.07,0,1.73,13.98,0.2,0.07,1.13,0.42,0.12,13.98,0,Indian Nutrient Databank (INDB)
Potato parantha/paratha (Aloo ka parantha/paratha),10021,Others,Mains,205.04,23.92,3.7,10.22,4.18,57.98,17.38,107.56,46.11,127.2,272.88,1.52,0.18,15.42,0.94,0.95,0,4.85,0,4.42,16.02,0.14,0.05,1.05,0.39,0.12,16.02,8.54,Indian Nutrient Databank (INDB)
Radish parantha/paratha (Mooli ka parantha/paratha),10022,Others,Mains,183.52,20.54,3.3,9.53,4.32,62.31,23.75,98.85,41.98,127.03,206.44,1.39,0.16,14.23,0.87,0.88,0,4.51,0,4.39,20.73,0.12,0.05,0.8,0.32,0.11,20.73,8.44,Indian Nutrient Databank (INDB)
Cauliflower parantha/paratha (Phoolgobhi ka parantha/paratha),10023,Others,Mains,178.07,18.84,3.73,9.47,4.68,63.28,22,103.43,44.53,190.03,222.94,1.59,0.16,14.09,0.96,0.9,0,4.44,0,8.6,25.84,0.13,0.07,0.79,0.47,0.13,25.84,17.28,Indian Nutrient Databank (INDB)
Dal parantha/paratha,10024,Others,Mains,268.24,30.03,6.78,13.05,6.46,43.68,23.89,158.21,63.15,156.13,268.85,2.45,0.3,25.16,1.31,1.53,0,5.9,0,4.83,37.84,0.2,0.08,1.15,0.55,0.13,37.84,2.35,Indian Nutrient Databank (INDB)
Sprouted moong parantha/paratha,10025,Others,Mains,228.59,24.31,4.29,12.43,4.49,54.48,20.33,120.66,49.59,153.94,150.07,1.94,0.19,18.51,1.1,1.1,0,5.88,0,4.64,16.33,0.17,0.06,0.95,0.38,0.12,16.33,2.61,Indian Nutrient Databank (INDB)
Pea parantha/paratha (Matar ka parantha/paratha),10026,Others,Mains,190.73,21.51,5.59,8.8,5.61,58.49,23.49,103.5,49.23,109.99,197.71,1.78,0.22,13.73,0.95,1.17,0,4.24,0,20.29,31.05,0.21,0.05,1.14,0.51,0.15,31.05,16.43,Indian Nutrient Databank (INDB)
Keema parantha/paratha,10027,Others,Mains,238.09,18.36,9.41,13.91,3.44,54.88,19.35,152.13,43.62,140.62,213.77,1.8,0.17,14.86,0.84,1.98,1.67,4.57,0,3.56,11.49,0.16,0.1,2.3,0.56,0.15,11.49,1.8,Indian Nutrient Databank (INDB)
Paneer parantha/paratha,10028,Others,Mains,262.97,24.33,7.98,14.62,4,49.07,127.65,181.47,48.99,142.52,141.55,1.7,0.19,22.13,1.01,1.59,0,5.31,0,4.1,34.11,0.14,0.08,0.85,0.42,0.1,34.11,1.99,Indian Nutrient Databank (INDB)
Besan and spinach parantha/paratha (Besan aur palak ka parantha/paratha),10029,Others,Mains,216.49,21.39,5.54,12.09,4.39,56.59,33.07,101.72,53.3,177.19,251.93,1.85,0.18,11.71,1.06,0.9,0,6.02,0,68.84,61.41,0.18,0.08,0.85,0.41,0.15,61.41,8.08,Indian Nutrient Databank (INDB)
Poori,10030,Others,Mains,737.63,8.22,1.35,77.61,1.46,11.36,3.98,40.35,16.07,31.73,39.91,0.6,0.07,6.8,0.38,0.37,5.91,37.9,0,5.03,3.74,0.05,0.02,0.3,0.11,0.03,3.74,0,Indian Nutrient Databank (INDB)
Spinach poori (Palak poori),10031,Others,Mains,684.25,7.76,1.42,71.86,1.55,17.41,10.02,39.97,21.42,35.47,84.67,0.79,0.08,6.45,0.44,0.38,5.46,35.16,0,28.81,14,0.06,0.03,0.31,0.12,0.04,14,2.24,Indian Nutrient Databank (INDB)
Methi poori,10032,Others,Mains,710.02,7.98,1.45,74.6,1.61,14.36,14.61,41.04,18.01,35.37,48.54,0.81,0.07,6.59,0.4,0.37,5.67,36.43,0,21.38,6.51,0.06,0.03,0.33,0.13,0.05,6.51,2.24,Indian Nutrient Databank (INDB)
Dal stuffed poori,10033,Others,Mains,785.16,10.14,2.08,81.69,1.96,4.13,6.88,53.37,22.74,128.18,81.94,0.83,0.09,7.76,0.51,0.47,6.21,39.86,0,6.08,6.44,0.06,0.02,0.39,0.2,0.05,6.44,0.36,Indian Nutrient Databank (INDB)
Potato stuffed poori (Aloo ki poori),10034,Others,Mains,776.74,9.4,1.52,81.35,1.64,6.09,5.57,45.05,18.52,69.86,71.98,0.7,0.08,7.17,0.41,0.4,6.19,39.72,0,5.47,4.73,0.06,0.02,0.38,0.14,0.04,4.73,1.17,Indian Nutrient Databank (INDB)
Tandoori parantha/paratha,10035,Others,Mains,295.37,30.74,5.08,16.51,5.44,42.23,14.98,150.9,59.88,1.14,148.98,1.96,0.23,25.45,1.43,1.37,149.07,1.06,0,0.72,14,0.2,0.07,1.14,0.42,0.12,14,0,Indian Nutrient Databank (INDB)
Boiled rice (Uble chawal),10036,Others,Mains,117.19,25.72,2.6,0.18,1.25,70.25,2.7,46.67,8.91,1.05,47.33,0.24,0.09,0.4,0.26,0.36,0,0.03,0,0.5,3.25,0.06,0.02,0.84,0.18,0.07,3.25,0,Indian Nutrient Databank (INDB)
Plain pulao,10037,Others,Mains,140.21,21.82,2.34,4.62,1.69,69.53,12.76,42.93,12.3,193.76,74.74,0.41,0.09,0.4,0.47,0.37,0,2.2,0,2.01,7.35,0.05,0.02,0.72,0.19,0.07,7.35,1.11,Indian Nutrient Databank (INDB)
Mixed vegetable pulao,10038,Others,Mains,113.05,17.49,2.72,3.33,2.67,73.79,19.61,44.58,17.6,187.92,133.82,0.6,0.11,0.49,0.43,0.43,0,1.6,0,9.58,18.39,0.08,0.02,0.73,0.27,0.12,18.39,5.96,Indian Nutrient Databank (INDB)
Mushroom pulao,10039,Others,Mains,124.29,19.02,2.52,4.03,1.88,72.55,13.54,49.03,13.23,222.36,108.7,0.39,0.09,0.34,0.42,0.34,0,1.89,0,3.47,7.47,0.05,0.02,0.71,0.23,0.08,7.47,0.96,Indian Nutrient Databank (INDB)
Sprouted moong pulao,10040,Others,Mains,112.97,17.49,2.19,3.61,1.78,74.93,16.26,42.22,13.05,153.16,95.52,0.65,0.08,0.33,0.39,0.34,0,1.68,0,3.76,10.58,0.06,0.02,0.61,0.21,0.08,10.58,1.85,Indian Nutrient Databank (INDB)
Paneer pulao,10041,Others,Mains,581.91,8.76,1.98,59.81,0.62,28.83,33.09,35.47,6.11,72.28,31.25,0.26,0.05,1.53,0.18,0.3,0,29,0,4.35,8.27,0.02,0.01,0.27,0.1,0.03,8.27,0.41,Indian Nutrient Databank (INDB)
Peanut pulao ,10042,Others,Mains,193.28,21.18,5.32,9.51,2.9,61.09,18.52,91.56,38.11,168.4,159.16,0.83,0.21,0.82,0.63,0.76,0,2.49,0,2.07,19.02,0.12,0.03,2.21,0.31,0.1,19.02,0.96,Indian Nutrient Databank (INDB)
Navratan pulao,10043,Others,Mains,261.71,36.98,6.2,9.45,3.82,43.55,59.61,107.1,32.27,334.26,185.63,1.1,0.22,2.65,0.98,0.98,0,3.76,0,11.43,25.65,0.13,0.04,1.33,0.46,0.15,25.65,7.04,Indian Nutrient Databank (INDB)
Green chickpeas pulao (Choliya pulao/Hare chane ka pulao),10044,Others,Mains,173.43,27.57,4.88,4.82,3.15,59.58,18.94,72.14,21.62,170.05,164.6,0.95,0.17,0.35,0.98,0.7,0,2,0,2.98,84.14,0.11,0.05,0.84,0.39,0.14,84.14,1.52,Indian Nutrient Databank (INDB)
Mutton biryani/biriyani,10045,Others,Mains,190.76,22.5,7.38,7.72,2.42,59.98,68.58,94.87,19.12,262.64,212.05,1.29,0.12,0.59,0.67,0.46,1.01,1.99,0,6.94,14.47,0.11,0.07,2.45,0.27,0.11,14.47,4.95,Indian Nutrient Databank (INDB)
Vegetable biryani/biriyani,10046,Others,Mains,174.61,18.56,3.16,9.51,3.31,65.46,33.52,59.38,24.37,183.79,242.5,0.86,0.12,0.65,0.56,0.5,0.7,4.52,0,12.9,25.71,0.08,0.04,0.86,0.38,0.15,25.71,13.05,Indian Nutrient Databank (INDB)
"Lemon rice (Pulihora, Elumichai sadam, Chitranna)",10047,Others,Mains,176.3,21.62,4.26,7.88,2.52,63.72,12.7,77.42,29.94,187.11,152.57,0.77,0.16,1.51,0.39,0.59,0,2.47,0,6.63,11.91,0.1,0.04,1.7,0.24,0.09,11.91,3.2,Indian Nutrient Databank (INDB)
Sweet rice (Meethe chawal),10048,Others,Desserts,215.41,42.59,2.1,4.57,1.13,49.61,11.38,39.74,11.13,3.2,56.08,0.34,0.11,0.38,0.46,0.32,35.79,0.5,0,0.92,3.06,0.04,0.02,0.62,0.14,0.05,3.06,0.06,Indian Nutrient Databank (INDB)
Curd rice (Dahi bhaat/Dahi chawal/ Perugu annam/Daddojanam/Thayir saadam),10049,Others,Mains,195.74,32.93,5.75,4.32,2.13,54.87,101.52,133.75,24.28,213.29,211.78,0.59,0.13,1.83,0.35,0.74,7.93,1.06,0,7.91,13.06,0.1,0.15,1.14,0.46,0.14,13.06,2.36,Indian Nutrient Databank (INDB)
Tamarind rice (Chintapandu pulihora/Puliyodharai/Puli sadam/Huli anna),10050,Others,Mains,373.04,65.08,7.45,8.53,5.12,13.82,50.94,147.53,58.32,162.41,369.08,2.89,0.37,3.67,0.81,1.13,28.85,1.97,0,13.31,18.01,0.21,0.08,2.29,0.52,0.21,18.01,0.66,Indian Nutrient Databank (INDB)
Naan,10051,Others,Mains,286.45,51.75,8.05,4.99,1.91,33.3,88.01,245.77,27.53,326.11,166.24,1.29,0.13,0.47,0.45,0.8,39.97,0.2,0,1.57,14.22,0.11,0.1,0.57,0.58,0.07,14.22,0.43,Indian Nutrient Databank (INDB)
Bhatura,10052,Others,Mains,793.2,10.73,1.63,82.56,0.38,4.7,12.12,39.05,4.89,28.3,30.07,0.33,0.03,0.07,0.09,0.15,0.96,40.58,0,5.33,2.85,0.02,0.02,0.11,0.12,0.01,2.85,0.03,Indian Nutrient Databank (INDB)
Idli,10053,Others,Mains,137.54,28.18,4.64,0.33,2.31,64.54,8,79.3,25.44,100.83,158.13,0.68,0.14,2.75,0.38,0.62,0,0.04,0,1.28,11.77,0.07,0.03,0.93,0.46,0.09,11.77,0,Indian Nutrient Databank (INDB)
Masala dosa,10054,Others,Mains,164.58,19.57,3.29,7.84,2.52,66.78,15.58,62.57,26.62,191.28,271.77,0.79,0.13,2.34,0.31,0.5,0,3.71,0,5.96,17.05,0.06,0.03,0.84,0.39,0.09,17.05,6.75,Indian Nutrient Databank (INDB)
Semolina dosa (Suji/Rava dosa),10055,Others,Mains,227.05,32.84,7.3,7.12,4.04,48.7,116.04,196.56,28.14,202.36,254.06,1.39,0.19,4.94,0.78,1.16,11.68,2.81,0,5.41,21.61,0.14,0.14,0.58,0.55,0.11,21.61,3.11,Indian Nutrient Databank (INDB)
Onion tomato uttapam,10056,Others,Mains,462.02,11.32,1.91,45.3,1.26,40.21,5.82,33.48,12.35,143.53,90.2,0.36,0.07,1.03,0.17,0.27,0,22.28,0,5.99,8.37,0.03,0.01,0.42,0.21,0.05,8.37,3.43,Indian Nutrient Databank (INDB)
Paneer kaathi roll,10057,Others,Snacks,285.94,20.1,6.92,19.55,2.4,51.03,101.66,131.6,29.55,221.03,130.5,1.42,0.13,14.56,0.57,1.09,16.69,8.14,0.07,4.61,36.43,0.09,0.07,0.56,0.44,0.09,36.43,12.59,Indian Nutrient Databank (INDB)
Makki ki roti,10058,Others,Mains,263.97,24.19,3.49,16.85,5.19,50.28,14.76,102.02,53.51,236.22,152.79,1.11,0.16,3.08,0.26,0.83,146.44,1.04,0,1.18,12.61,0.12,0.03,0.98,0.14,0.13,12.61,2.34,Indian Nutrient Databank (INDB)
Washed moong dal (Dhuli moong ki dal),10059,Others,Curries (Gravy & Dry),50,5.91,2.68,1.68,1.17,88.56,8.48,47.49,19.19,150.64,151.48,0.64,0.11,5.45,0.14,0.3,0,0.74,0,1.47,10.1,0.04,0.02,0.23,0.18,0.03,10.1,0.02,Indian Nutrient Databank (INDB)
Split bengal gram with bottle gourd (Channa dal with ghiya/lauki),10060,Others,Curries (Gravy & Dry),73.25,7.1,2.79,3.6,2.72,83.79,14.33,46.19,21.16,149.47,183.95,0.99,0.12,5.86,0.34,0.5,0,1.48,0,4.86,32.43,0.06,0.02,0.36,0.33,0.05,32.43,5.45,Indian Nutrient Databank (INDB)
Mixed dal,10061,Others,Curries (Gravy & Dry),61.93,5.79,2.51,3.1,1.62,86.98,11,42.41,19.72,141.36,144.27,0.78,0.1,4.24,0.27,0.36,0,1.36,0,2.16,13.55,0.04,0.02,0.24,0.23,0.03,13.55,0.37,Indian Nutrient Databank (INDB)
Moti mahal dal (Urad rajmah mix dal),10062,Others,Curries (Gravy & Dry),103.13,8.74,3.93,5.66,3.38,78.29,38.13,74.56,33.51,157.61,246.09,1.05,0.13,3.92,0.35,0.55,7.52,2.41,0,6.84,32.48,0.06,0.05,0.45,0.6,0.11,32.48,5.39,Indian Nutrient Databank (INDB)
Black channa curry/Bengal gram curry (Kale chane ki curry),10063,Others,Curries (Gravy & Dry),140.68,14.11,5.67,6.61,7.99,65.62,53.87,87.47,55.36,358.63,388.59,2.43,0.27,10.43,0.95,1.04,0,3.02,0,17.61,72.87,0.12,0.08,0.9,0.77,0.17,72.87,12.62,Indian Nutrient Databank (INDB)
Chickpeas curry (Safed channa curry),10064,Others,Curries (Gravy & Dry),163.43,19.98,6.1,6.84,4.73,62.35,30.61,83.72,35.09,357.99,334.3,1.82,0.23,0.11,1.31,0.88,0,2.8,0,19.33,153.92,0.15,0.07,0.76,0.57,0.21,153.92,13.62,Indian Nutrient Databank (INDB)
Lobia curry,10065,Others,Curries (Gravy & Dry),148.99,17.88,6.06,5.62,4.57,65.87,36.8,113.74,68.62,355.41,465.14,2.21,0.26,6.1,0.65,1.05,0,2.77,0,17.52,72.37,0.11,0.04,0.79,0.54,0.16,72.37,12.62,Indian Nutrient Databank (INDB)
Soyabean curry,10066,Others,Curries (Gravy & Dry),163.28,6.76,10.43,10.19,7.34,65.28,65.13,144.26,62.61,352.69,563.45,2.79,0.26,4.33,0.84,1.06,0,2.93,0,28.64,86.63,0.19,0.08,0.95,0.67,0.19,86.63,12.62,Indian Nutrient Databank (INDB)
Kidney bean curry (Rajmah curry),10067,Others,Curries (Gravy & Dry),143.73,16.38,5.95,5.77,5.83,66.07,47.87,123,58.61,354.6,485.9,2.27,0.26,5.73,0.58,0.87,0,2.65,0,18.31,93.63,0.11,0.07,0.98,0.63,0.13,93.63,13.62,Indian Nutrient Databank (INDB)
Sambar,10068,Others,Curries (Gravy & Dry),96.92,10.57,3.35,4.38,3.52,78.18,30.24,59.32,32.16,159.54,298.29,1.24,0.2,2.36,0.28,0.47,0,1.04,0,34.16,26.51,0.08,0.05,0.53,0.26,0.08,26.51,7.91,Indian Nutrient Databank (INDB)
Besan kadhi with pakodies,10069,Others,Curries (Gravy & Dry),403.35,3.56,1.64,42.59,0.81,51.4,24.53,27.83,8.75,60.8,70.21,0.38,0.03,0.54,0.12,0.16,2.39,20.85,0,10.83,13.13,0.03,0.04,0.16,0.11,0.04,13.13,0.71,Indian Nutrient Databank (INDB)
Khatta channa,10070,Others,Curries (Gravy & Dry),202.57,21.14,6.3,10.56,5.26,56.74,40.77,86.54,38.76,513.32,344.78,1.94,0.25,0.2,1.53,0.93,0,4.57,0,18.99,155.5,0.15,0.08,0.75,0.57,0.22,155.5,13.3,Indian Nutrient Databank (INDB)
Sprouted moong dal chat,10071,Others,Snacks,32.47,6.01,1.35,0.32,1.35,90.97,16.54,30.22,17.45,87.07,218.92,0.88,0.05,0.32,0.12,0.23,0,0.06,0,7.24,16.81,0.05,0.02,0.51,0.29,0.08,16.81,15.12,Indian Nutrient Databank (INDB)
Aloo gobhi,10072,Others,Curries (Gravy & Dry),106.18,5.99,1.9,8.13,3.02,80.96,22.87,44.46,25.22,254.76,378.78,1.07,0.07,0.5,0.36,0.31,0,3.83,0,13.78,31.83,0.04,0.05,0.55,0.48,0.12,31.83,34.77,Indian Nutrient Databank (INDB)
Potato capsicum (Shimla mirch aloo),10073,Others,Curries (Gravy & Dry),125.53,8.72,1.41,9.33,2.02,78.52,16.45,35.27,22.01,277.92,364.15,0.86,0.09,0.45,0.32,0.25,0,4.49,0,15.09,26.4,0.05,0.02,0.79,0.28,0.12,26.4,53.9,Indian Nutrient Databank (INDB)
Cabbage and peas (Pattagobhi aur matar),10074,Others,Curries (Gravy & Dry),63.88,6.24,3.24,2.64,3.99,83.89,45.5,40.4,28.59,253.73,255.5,1.1,0.1,1.16,0.46,0.48,0,1.31,0,86.08,45.68,0.1,0.04,0.59,0.37,0.15,45.68,32.99,Indian Nutrient Databank (INDB)
Carrot and fenugreek leaves (Gajar methi),10075,Others,Curries (Gravy & Dry),61.92,4.17,2.1,3.81,4.43,85.49,128.83,46.65,37.1,262.91,255.95,2.72,0.12,0.62,0.59,0.38,0,1.81,0,179.39,42.81,0.07,0.11,0.45,0.36,0.22,42.81,27.17,Indian Nutrient Databank (INDB)
Aloo methi,10076,Others,Curries (Gravy & Dry),135.15,8.47,2.25,10.04,2.93,76.31,107.8,43.75,38.24,221.93,370.24,2.53,0.12,0.84,0.51,0.37,0,4.87,0,160.01,35.81,0.07,0.09,0.82,0.38,0.2,35.81,33.66,Indian Nutrient Databank (INDB)
Brinjal bhartha (Baingan ka bhartha),10077,Others,Curries (Gravy & Dry),65.12,4.4,1.38,4.48,3.27,86.47,17.85,29.98,20.02,132.15,222.05,0.48,0.1,0.06,0.23,0.23,0,2.13,0,15.39,28.37,0.05,0.08,0.5,0.28,0.08,28.37,7.38,Indian Nutrient Databank (INDB)
Dry potato (Sookhe aloo),10078,Others,Sides,103.15,14.38,1.62,4.18,1.88,77.94,17.2,45.21,26.89,199.99,531.41,0.83,0.1,0.73,0.18,0.31,0,1.92,0,2.92,14.85,0.06,0.01,1.03,0.36,0.1,14.85,21.96,Indian Nutrient Databank (INDB)
Beans with coconut (Nariyal aur sem/phali; Beans thoran),10079,Others,Sides,131.63,4.39,2.62,11.39,5.59,76.01,51.92,55.02,40.93,271.65,336.81,1.34,0.14,0.94,0.39,0.44,0,3.13,0,24.62,50.73,0.06,0.07,0.79,0.26,0.34,50.73,4.03,Indian Nutrient Databank (INDB)
Cauliflower with coconut (Nariyal ke saath phoolgobhi),10080,Others,Sides,132.11,3.99,2.64,11.56,5.27,76.54,35.37,55.98,32.97,286.06,344.84,1.33,0.13,1.25,0.37,0.4,0,3.08,0,24.08,40.01,0.05,0.08,0.48,0.5,0.14,40.01,34.63,Indian Nutrient Databank (INDB)
Carrot and cabbage with coconut (Nariyal ke saath pattagobhi aur gajar),10081,Others,Sides,106.61,4.99,1.82,8.62,4.52,80.05,48.63,44.13,26.35,219.6,278.73,0.84,0.1,1.3,0.32,0.29,0,2.38,0,72.1,36.22,0.04,0.06,0.38,0.26,0.13,36.22,20.55,Indian Nutrient Databank (INDB)
Raw turnip with coconut ,10082,Others,Sides,132.15,5.78,1.8,11.47,2.79,78.16,50.65,51.75,22.89,275.55,312.07,0.82,0.1,1.61,0.28,0.26,0,3.07,0,14.6,18.65,0.06,0.04,0.54,0.22,0.1,18.65,14.48,Indian Nutrient Databank (INDB)
Raw papaya with coconut (Papaya thoran),10083,Others,Sides,132.75,5.58,1.54,11.42,4.31,77.15,33.74,40.45,27.59,270.56,240.52,0.82,0.13,1.8,0.23,0.25,0,3.11,0,16.14,29.21,0.04,0.06,0.36,0.24,0.07,29.21,16.97,Indian Nutrient Databank (INDB)
Stuffed okra -Bharwa bhindi,10084,Others,Curries (Gravy & Dry),94.34,3.85,2.08,7.66,4.15,82.26,86.89,57.1,64.47,210.03,265.83,1.18,0.14,0.95,0.34,0.47,0,4.03,0,20.6,57.89,0.04,0.07,0.62,0.26,0.25,57.89,20.5,Indian Nutrient Databank (INDB)
Stuffed round gourd (Bharwa tinde),10085,Others,Curries (Gravy & Dry),72.8,4.02,1.1,5.75,2.1,87.03,20.21,27.09,18.75,180.15,132.68,0.59,0.08,0.18,0.23,0.22,0,2.79,0,12.66,28.63,0.03,0.02,0.49,0.28,0.08,28.63,15.05,Indian Nutrient Databank (INDB)
Stuffed capsicum (Bharwa shimla mirch),10086,Others,Curries (Gravy & Dry),90.94,8.26,1.34,5.7,2.01,82.69,15.17,32.59,18.8,173.94,312.57,0.61,0.08,0.41,0.22,0.24,0,2.71,0,12.27,30.56,0.05,0.02,0.71,0.28,0.12,30.56,59.16,Indian Nutrient Databank (INDB)
Stuffed brinjal (Bharwa baingan),10087,Others,Curries (Gravy & Dry),93,3.96,1.53,7.73,4.09,82.69,24.37,34.47,23.6,212.88,250.79,0.75,0.12,0.04,0.22,0.25,0,3.63,0,13.34,30.89,0.06,0.11,0.55,0.29,0.07,30.89,2.04,Indian Nutrient Databank (INDB)
Stuffed tomatoes (Bharwa tamatar),10088,Others,Curries (Gravy & Dry),93.35,6.19,3.28,6.06,2.2,82.27,59.16,54.52,18.83,165.85,202.88,0.62,0.08,2.4,0.17,0.51,0,2.35,0,22.42,27.61,0.06,0.03,0.57,0.29,0.09,27.61,20.83,Indian Nutrient Databank (INDB)
Pea potato curry (Aloo matar),10089,Others,Curries (Gravy & Dry),100.92,9.74,3.48,5.13,3.61,78.04,21.1,40.52,27.53,154.83,274.26,1.02,0.13,0.8,0.35,0.56,0,2.55,0,24.68,31.77,0.13,0.02,0.85,0.42,0.13,31.77,25.24,Indian Nutrient Databank (INDB)
